WW Influent,Rain Influent,Total influent,WW TP,WW TKN,WW COD,WW Ortho-P,Chemical Dose,,Nitrate Effluent,TSS Effluent,TP Effluent,COD Effluent,TN Effluent,Mass of Hauled Sludge,Sludge added per day,Total Air Flow ,dailychemconsumptionEffluent,Air Flow at Field Conditions 1st AER Reactor,Air Flow at Field Conditions 2nd AER Reactor,Air Flow at Field Conditions 3rd AER Reactor,Percent of Solids in Digester Effluent,xmghpo4RL1,Influent Flow to Digester,TSS (waste activated sludge + primary clarifier underflow),Influent TSS to Digester,Effluent Flow,Ortho-P Effluent,TN Hauled Sludge,Ortho-P Hauled Sludge,TP Hauled Sludge,Nitrate Hauled Sludge,MLSS Reactor 1,VSS Reactor 1,MLSS Reactor 2,VSS Reactor 2,MLSS Reactor 3,VSS Reactor 3,Total COD in Reactor 1,Total COD in Reactor 2,Total COD in Reactor 3,Soluble BOD in Reactor 1,Soluble BOD in Reactor 2,Soluble BOD in Reactor 3,Total BOD in Reactor 1,Total BOD in Reactor 2,Total BOD in Reactor 3,SRT Total
113562.354,11127.27773,124689.6317,1.31E+01,4.23E+01,6.34E+02,1.05E+01,0.00E+00,,13.4338,0.167777,10.1947,36.6801,15.9548,17488.6,31059.44,1.84E+06,653.283,16924.6,19068.2,9127.48,2.35948,0.019739,776.486,19319.8,40000,124619,9.83687,10541.3,76.506,3227.79,0.000318975,6760.76,3521.56,6728.01,3490.26,6711.08,3474.63,5624.14,5565.17,5539.5,6.03512,1.13987,0.701518,1047.64,1010.8,995.093,20.8483
113562.354,22863.17607,136425.5301,3.60E+01,2.80E+01,5.32E+02,2.88E+01,0.00E+00,,8.48009,0.108913,28.3675,35.8587,10.9164,13454.3,26858.72,1.38E+06,714.891,12732.2,14407.2,6804.89,2.10019,0.0900758,671.468,16816.7,40000,136371,28.0189,10177.6,569.414,4438.68,0.000234733,4391.52,2498,4368.72,2477.29,4356.53,2466.29,3980.76,3938.33,3919.7,6.16783,1.27939,0.75313,790.306,763.422,751.925,19.8147
113562.354,16345.22966,129907.5837,1.14E+01,2.84E+01,7.50E+02,9.11E+00,0.00E+00,,1.10153,0.211389,8.21794,43.6922,4.07114,20647.9,34505.2,1.88E+06,680.57,15275.3,20345.3,10503.2,2.50677,0.0154069,862.63,21348.8,40000,129824,7.79306,9912.96,52.7911,2978.07,2.31E-05,8514.13,4381.93,8475.43,4344.52,8455.55,4326.07,7024.11,6950.87,6919.67,7.30726,1.53965,0.933488,1277.37,1231.73,1212.63,20.3706
113562.354,90319.6082,203881.9622,1.20E+01,3.29E+01,4.69E+02,9.63E+00,0.00E+00,,7.37264,0.154608,6.23313,47.5365,10.3999,19386.1,28802.16,1.47E+06,1068.39,12996.5,15806.2,7233.71,2.81782,0.0142506,720.054,17978.8,40000,203803,5.76877,6905.16,78.7584,2392,0.000168352,6211.45,2427.83,6193.89,2410.85,6184.3,2401.82,3906.46,3871.27,3855.59,5.43812,1.37178,0.827899,793.652,771.272,761.516,15.3834
113562.354,28845.47678,142407.8308,3.34E+01,2.25E+01,5.64E+02,2.67E+01,0.00E+00,,6.90155,0.125741,25.0861,38.8438,9.49638,15172.4,28410.88,1.47E+06,746.215,13226.2,15467.4,7433.03,2.23837,0.0740861,710.272,17745.4,40000,142346,24.7076,9895.81,450.646,4106.04,0.000175745,5067.48,2760.77,5042.73,2738.09,5029.63,2726.22,4408.02,4362.05,4341.94,6.14942,1.27149,0.757597,865.289,836.267,823.881,19.3206
113562.354,33120.22052,146682.5745,2.59E+01,4.06E+01,6.93E+02,2.07E+01,0.00E+00,,7.86691,0.191627,18.3424,44.9327,10.8122,20152.7,33961.96,1.97E+06,768.519,17145.3,20906.2,10255.1,2.48589,0.0457064,849.049,21030.3,40000,146601,17.9024,10023.4,192.539,3516.43,0.00016455,7717.71,3901.3,7682.82,3868.43,7665.07,3852.12,6247.71,6185.4,6158.35,6.01851,1.17269,0.730629,1177.04,1138.13,1121.54,18.9805
113562.354,90737.2543,204299.6083,1.31E+01,2.21E+01,5.22E+02,1.05E+01,0.00E+00,,5.38901,0.158149,6.74231,49.0814,8.49154,20592.7,31137.52,1.51E+06,1070.55,12996.1,16317.8,7680.57,2.76899,0.0156836,778.438,19366,40000,204216,6.26253,7117.7,83.6783,2484.91,0.000120708,6355.54,2602.13,6336.48,2583.83,6325.95,2574.05,4179.47,4141.29,4124.27,5.6727,1.38235,0.832571,858.216,833.963,823.407,15.3647
113562.354,90740.64253,204302.9965,1.69E+01,2.53E+01,5.95E+02,1.35E+01,0.00E+00,,3.95424,0.167793,8.6639,51.1334,7.17554,22615.6,34596.16,1.61E+06,1070.53,13655.8,17437.9,8445.63,2.73717,0.0210422,864.904,21402,40000,204212,8.16364,7615.59,105.993,2727.27,8.50E-05,6745.36,2897.6,6723.54,2876.78,6711.73,2865.83,4647.02,4604.1,4585.13,5.96273,1.39098,0.840617,959.109,931.911,920.163,15.367
113562.354,5131.102681,118693.4567,1.57E+01,2.91E+01,4.79E+02,1.25E+01,0.00E+00,,12.1889,0.085945,13.4673,27.2811,14.1802,11979.7,24623.24,1.22E+06,621.967,11850.7,12440.6,5668.5,2.04003,0.0284877,615.581,15471.2,40000,118645,13.2045,10246.4,232.517,3923.48,0.000401451,3467.12,2035.91,3448.36,2018.39,3437.8,2008.76,3223.23,3186.45,3170.17,6.31337,1.30522,0.74969,658.928,635.424,625.339,21.4315
105641.4209,0,105641.4209,2.88E+01,2.69E+01,5.39E+02,2.31E+01,0.00E+00,,10.6972,0.0897052,26.7873,28.055,12.7395,11427,24817.04,1.23E+06,553.556,11637.6,12581.3,5922.78,1.93114,0.0728601,620.426,15588.2,40000,105595,26.5164,11173.9,480.354,4614.24,0.000352574,3621.99,2234.14,3600.13,2214.05,3588.21,2203.27,3539.78,3498.47,3480.38,6.41906,1.26229,0.730402,698.124,671.883,660.721,22.804
113562.354,86552.00465,200114.3587,3.81E+01,3.53E+01,4.53E+02,3.05E+01,0.00E+00,,9.18287,0.138507,20.938,46.5271,12.1715,16987.2,26945.92,1.48E+06,1048.69,13387.1,15853,7132,2.64019,0.0669295,673.648,16869,40000,200045,20.4836,7692.84,444.786,3334.05,0.000206233,5568.71,2361.99,5550.07,2345.25,5540.27,2336.35,3799.9,3765.66,3750.35,5.36956,1.35749,0.819147,771.357,749.552,740.023,15.5811
113562.354,51052.49101,164614.845,3.79E+01,3.28E+01,5.35E+02,3.03E+01,0.00E+00,,7.87326,0.122738,24.9297,42.8993,10.6708,15951.3,28910.04,1.46E+06,862.613,13208.2,15464.7,7243.53,2.31229,0.0775912,722.751,18043.1,40000,164550,24.511,9074.18,522.819,3771.93,0.000197796,4942.92,2529.26,4921.14,2509.53,4909.53,2499.04,4043.36,4002.95,3985.07,5.96573,1.31399,0.779258,821.878,796.244,785.199,17.6897
113562.354,89457.85739,203020.2114,3.40E+01,3.33E+01,4.90E+02,2.72E+01,0.00E+00,,7.2649,0.146446,18.3071,47.995,10.3185,18469.7,28943,1.50E+06,1063.89,13309.1,16114.2,7442.36,2.67235,0.0553965,723.575,18062.8,40000,202945,17.838,7557.66,358.567,3210.35,0.000161262,5887.39,2497.8,5868.08,2480.16,5857.85,2470.79,4016.46,3980.07,3963.86,5.51003,1.36118,0.821002,819.38,796.235,786.16,15.4311
94756.27863,0,94756.27863,3.46E+01,3.12E+01,5.79E+02,2.77E+01,0.00E+00,,9.95316,0.0823561,32.3935,30.0505,12.0994,10761.6,24244.88,1.13E+06,496.508,10599.7,11579.1,5495.63,1.86187,0.0989535,606.122,15242.5,40000,94712.7,32.1027,11343.7,583.109,4832.16,0.000361451,3327.06,2092.58,3305.83,2073.19,3294.24,2062.73,3312.05,3271.94,3254.41,6.54531,1.27397,0.731282,651.574,626.033,615.212,24.0885
98533.5776,0,98533.5776,1.70E+01,2.38E+01,6.03E+02,1.36E+01,0.00E+00,,8.38004,0.10463,15.0036,31.2554,10.5964,12781.5,25836.08,1.25E+06,516.266,11470.2,12918.6,6244.61,2.07426,0.0298175,645.902,16202.3,40000,98481.8,14.7005,10457.2,175.239,3805.15,0.000275939,4222.24,2445.97,4198.21,2423.41,4185.18,2411.54,3882.7,3837.02,3817.19,6.49237,1.23954,0.724724,743.533,714.666,702.472,23.6183
113562.354,3746.233964,117308.588,3.86E+01,2.33E+01,4.76E+02,3.09E+01,0.00E+00,,12.4183,0.0787017,35.5232,26.5586,14.3729,10320.7,23914.84,1.22E+06,614.742,11811.2,12372.6,5624.89,1.81044,0.133015,597.871,15042.8,40000,117267,35.2676,11779.1,832.892,5311.09,0.00040466,3177.96,2041.87,3158.59,2024.4,3148.07,2014.87,3234.7,3198.04,3181.91,6.31594,1.30512,0.748993,653.997,630.527,620.483,21.5753
113562.354,74790.16722,188352.5212,1.72E+01,3.99E+01,5.89E+02,1.38E+01,0.00E+00,,8.93216,0.168294,9.49204,48.7361,12.0567,21381.8,33886.84,1.76E+06,986.938,15610.8,18682.5,8783.4,2.64251,0.02192,847.171,20986.2,40000,188266,9.01485,8301.42,107.279,2817.61,0.000196684,6768.29,2969.9,6744.46,2947.16,6731.77,2935.41,4759.17,4714.51,4694.71,5.77453,1.28038,0.776636,968.579,940.348,928.119,16.2216
113562.354,73424.08858,186986.4426,2.52E+01,4.62E+01,5.33E+02,2.02E+01,0.00E+00,,14.1652,0.148746,14.4038,46.8187,17.2151,19523.8,31965.36,1.75E+06,979.815,16434.2,18352.3,8229.13,2.55837,0.0376352,799.134,19855.3,40000,186907,13.9458,8716.34,226.157,3133.15,0.000327428,5983.5,2646.44,5961.5,2625.87,5949.84,2615.18,4234.79,4195.21,4177.46,5.63795,1.2857,0.774203,875.69,850.568,839.596,16.3001
113562.354,53487.5329,167049.8869,1.90E+01,2.41E+01,5.89E+02,1.52E+01,0.00E+00,,5.01966,0.152616,11.8083,45.2535,7.94414,19030.4,31494.2,1.56E+06,875.314,13591.3,16680.1,8086.67,2.53116,0.0281181,787.355,19577,40000,166973,11.3661,8545.83,154.32,3149.13,0.000116574,6141.59,2926.92,6117.52,2904.15,6104.63,2892.28,4686.87,4640.59,4620.3,6.07958,1.31737,0.791908,932.543,903.319,890.803,17.5233
113562.354,31000.60264,144562.9566,1.45E+01,4.78E+01,5.56E+02,1.16E+01,0.00E+00,,18.6005,0.147508,10.1038,39.0455,21.2512,17297.4,30338.04,1.79E+06,757.468,17317.1,18294.6,8286.61,2.38902,0.0210997,758.451,18892.3,40000,144493,9.72278,10069.1,105.134,3129.12,0.000458438,5940.21,2901.73,5914.08,2876.84,5900.34,2864.17,4631.29,4584.46,4563.72,5.84086,1.20139,0.724633,910.436,880.929,868.166,19.1442
113562.354,84759.92749,198322.2815,2.50E+01,3.53E+01,6.72E+02,2.00E+01,0.00E+00,,3.68902,0.194262,13.303,52.5836,7.01348,23746.7,36744.04,1.85E+06,1039.15,15449.4,20090.3,9925.93,2.70622,0.0347756,918.601,22655.5,40000,198226,12.788,8246.71,156.528,3032.92,7.23E-05,7812.33,3476.36,7784.82,3450.35,7770.47,3437.1,5578.71,5527,5504.36,6.05125,1.34548,0.827092,1127.92,1095.35,1081.34,15.6782
105173.3086,0,105173.3086,2.19E+01,1.87E+01,5.62E+02,1.76E+01,0.00E+00,,9.74236,0.0995985,19.9182,29.2051,11.8481,12423.4,25696.68,1.27E+06,551.081,11876.7,13058.9,6226.26,2.02727,0.0454691,642.417,16118.4,40000,105123,19.6357,10757.5,292.586,4163.66,0.000313294,4019.67,2389.43,3996.51,2367.87,3983.94,2356.43,3790.42,3746.52,3727.37,6.42933,1.24552,0.726035,736.643,708.836,697.037,22.8522
113562.354,37865.31901,151427.673,1.98E+01,3.87E+01,5.14E+02,1.58E+01,0.00E+00,,13.2003,0.122311,13.6602,39.1753,15.8222,15900.2,28434.4,1.52E+06,793.484,14458.2,15677.2,7106.62,2.34329,0.0318597,710.86,17759.4,40000,151363,13.2784,9400.68,219.417,3412.66,0.000347018,4925.42,2449.81,4904,2429.74,4892.42,2419.13,3910.58,3870.54,3852.75,5.90947,1.275,0.75445,794.116,768.699,757.707,18.6199
82583.64927,0,82583.64927,3.12E+01,2.74E+01,4.71E+02,2.50E+01,0.00E+00,,14.1882,0.0540353,29.4247,24.6933,16.0423,7205.79,17750,8.49E+05,432.771,8396.26,8605.69,3828.47,1.7034,0.0790982,443.75,11274.3,40000,82554.4,29.1883,11088.4,696.306,5064.5,0.000622265,2183.48,1410.6,2169.47,1397.92,2161.41,1390.62,2228.06,2199.98,2187.53,6.2694,1.38632,0.780997,444.36,426.174,418.378,25.7024
113562.354,50596.63014,164158.9841,2.83E+01,2.38E+01,7.42E+02,2.26E+01,0.00E+00,,1.08578,0.207229,18.0316,50.2879,4.36637,22439.5,36225,1.89E+06,860.086,15289.5,20597.3,10582,2.59449,0.0472848,905.625,22353.4,40000,164068,17.5413,9292.09,191.812,3406.06,2.10E-05,8341.46,4113.19,8306.88,4080.57,8289.15,4064.24,6599.08,6534.26,6506.34,7.01467,1.56286,0.964413,1262.72,1222.13,1204.95,17.7179
86915.34187,0,86915.34187,2.58E+01,4.36E+01,7.22E+02,2.06E+01,0.00E+00,,13.8217,0.131948,23.2908,37.172,16.3606,13679,27146,1.46E+06,455.342,13539.9,15073.1,7259.04,2.11261,0.0519464,678.65,16988.9,40000,86859.9,22.928,11263.8,239.027,3963.09,0.000424003,5324.83,2986.67,5293.9,2957.74,5277.91,2943.16,4760.25,4705.13,4681.32,6.30199,1.13908,0.68535,854.258,819.793,805.249,25.0915
103537.3176,0,103537.3176,3.21E+01,4.91E+01,7.27E+02,2.57E+01,0.00E+00,,15.6352,0.178207,29.4936,37.4517,18.2111,16466.7,30753.2,1.95E+06,542.419,17544.2,20446.4,9727.89,2.24426,0.0826384,768.83,19138.4,40000,103471,29.1277,11785.2,285.997,4070.13,0.000370898,7188.73,3990.92,7148.4,3953.27,7128.27,3934.91,6380.21,6311.42,6281.66,6.08387,1.08522,0.678021,1128.43,1085.73,1067.61,23.0319
113562.354,1224.592684,114786.9467,3.18E+01,3.67E+01,6.56E+02,2.55E+01,0.00E+00,,8.08847,0.158207,29.1152,34.3838,10.489,15738.5,29940.84,1.76E+06,601.408,15576.2,18510.9,9078.18,2.2034,0.0852872,748.521,18656.4,40000,114723,28.7804,11420.6,349.192,4273.98,0.000191875,6381.86,3677.35,6346.35,3644.41,6328.3,3627.97,5872.4,5809.4,5782.21,6.23421,1.1521,0.709746,1069.83,1030.55,1013.94,21.8214
113562.354,6929.767406,120492.1214,1.54E+01,3.22E+01,6.56E+02,1.23E+01,0.00E+00,,4.32407,0.163931,12.5918,36.4162,6.827,17036.6,30592.4,1.67E+06,631.288,14518.7,17667.1,8846.61,2.33371,0.0254634,764.81,19043.1,40000,120423,12.2373,10274.8,110.47,3473.52,0.000104094,6607.45,3588.58,6574.43,3557.18,6557.26,3541.38,5733.13,5671.74,5645.33,6.42087,1.22858,0.752076,1056.48,1018.14,1001.97,21.2487
113562.354,25312.00266,138874.3567,1.76E+01,1.52E+01,5.11E+02,1.41E+01,0.00E+00,,9.10214,0.108386,13.0922,35.7144,11.5249,14426.3,26944.64,1.33E+06,727.707,12411.7,13846,6454.35,2.24408,0.0292512,673.616,16868.2,40000,138816,12.7451,9240.17,209.742,3545.21,0.00026328,4366.94,2327.18,4346.63,2308.13,4335.43,2297.89,3705.17,3665.69,3648.27,6.14991,1.30097,0.760762,746.474,721.378,710.617,19.6056
113562.354,82182.52743,195744.8814,2.36E+01,3.51E+01,5.63E+02,1.89E+01,0.00E+00,,6.884,0.153518,12.848,49.0453,10.0022,20690.1,32852.32,1.61E+06,1025.7,14121.8,17178.7,8088.45,2.63757,0.033859,821.308,20378.2,40000,195661,12.3681,7972.05,196.065,3028.86,0.000157249,6173.6,2724.06,6152.22,2704,6140.71,2693.43,4365.16,4324.39,4306.29,5.80536,1.33459,0.802405,902.004,876.142,864.932,15.8146
113562.354,13728.92262,127291.2766,3.31E+01,2.01E+01,5.46E+02,2.65E+01,0.00E+00,,8.6118,0.111982,27.7544,33.5788,10.9375,13454.8,26932,1.40E+06,667.007,12937.7,14568.7,6948.63,2.09459,0.083704,673.3,16860.6,40000,127237,27.4283,10634.8,508.525,4436.89,0.000237417,4516.44,2621.08,4492.18,2598.87,4479.3,2587.19,4174.85,4129.78,4110.09,6.23007,1.25251,0.740109,813.274,784.763,772.613,20.6154
113562.354,85447.79515,199010.1492,3.75E+01,3.95E+01,6.49E+02,3.00E+01,0.00E+00,,6.55254,0.183994,20.3215,51.9493,9.84753,22573.4,35841.28,1.89E+06,1042.78,16212.9,20383.9,9834.06,2.63768,0.0630244,896.032,22129.7,40000,198919,19.8122,8612.98,294.044,3344.16,0.000128891,7401.34,3361.09,7373.91,3335.79,7359.75,3322.87,5390.02,5340.57,5318.74,5.82112,1.28169,0.787423,1092.38,1061.22,1047.74,15.6434
113562.354,2606.143474,116168.4975,3.59E+01,2.22E+01,6.67E+02,2.88E+01,0.00E+00,,3.87815,0.156863,32.7234,35.4836,6.33987,15647.8,29909.04,1.69E+06,608.652,14615.8,17865.1,8991.96,2.19306,0.107499,747.726,18637.5,40000,116105,32.3782,11285.2,414.19,4417.85,9.14E-05,6328.02,3705.43,6292.55,3672.7,6274.5,3656.31,5920.85,5857.07,5829.69,6.49759,1.23258,0.755964,1079.11,1039.31,1022.57,21.682
113562.354,64275.10137,177837.4554,2.97E+01,2.48E+01,5.98E+02,2.38E+01,0.00E+00,,4.45991,0.155408,17.8407,47.4423,7.49663,19525.9,32238.44,1.60E+06,931.854,13720.6,17101.4,8318.81,2.53707,0.0487456,805.961,20016.5,40000,177758,17.3768,8545.51,280.939,3435.4,9.93E-05,6253.59,2982.58,6229.24,2959.96,6216.33,2948.17,4777.49,4731.44,4711.22,6.05377,1.33755,0.806877,956.114,927.031,914.552,16.8407
113562.354,17600.66111,131163.0151,1.79E+01,4.38E+01,5.99E+02,1.43E+01,0.00E+00,,15.2561,0.154164,13.8343,37.1104,17.7983,16894,30365.88,1.79E+06,687.231,16726,18532.7,8665.58,2.33144,0.0298238,759.147,18908.8,40000,131095,13.4724,10520.3,147.142,3476.94,0.000369442,6211.88,3224.16,6182.03,3195.89,6166.57,3181.68,5146.34,5092.91,5069.55,5.97678,1.16489,0.709406,979.652,946.15,931.824,20.262
113562.354,77516.88251,191079.2365,2.01E+01,1.52E+01,6.98E+02,1.61E+01,0.00E+00,,1.67354,0.202204,10.8957,52.5956,5.02359,24087.2,37117.88,1.83E+06,1001.17,14928,19887,10066.3,2.71732,0.026586,927.947,22872.8,40000,190982,10.3818,8293.01,109.701,2901.17,3.25E-05,8132.06,3671.78,8103.26,3644.25,8088.16,3630.22,5893.1,5837.64,5813.49,6.53091,1.48718,0.920528,1174.61,1139.71,1124.8,16.0697
113562.354,76521.80997,190084.164,1.74E+01,3.29E+01,6.42E+02,1.39E+01,0.00E+00,,3.44046,0.181867,9.46045,50.6592,6.65635,22556.8,35168.12,1.73E+06,995.99,14505.5,18678.2,9211.81,2.68593,0.0223629,879.203,21736.6,40000,189993,8.96474,8140.2,102.295,2834.03,7.15E-05,7313.97,3276.38,7288.3,3251.84,7274.68,3239.21,5255.74,5206.27,5184.6,6.11139,1.3641,0.832224,1056.76,1025.56,1012.17,16.1248
113562.354,25469.28162,139031.6356,2.22E+01,3.29E+01,7.16E+02,1.78E+01,0.00E+00,,1.97495,0.193736,16.3118,44.3258,4.91957,19959.4,33706.68,1.84E+06,728.415,15279.5,19697.9,10057.6,2.48072,0.0378756,842.667,20880.5,40000,138951,15.8796,9864.09,152.313,3476.01,4.17E-05,7803.53,4042.65,7767.77,4008.74,7749.43,3991.84,6476.48,6410.04,6381.53,6.76717,1.38398,0.850552,1203.03,1161.55,1144.07,19.5909
92370.55237,0,92370.55237,1.86E+01,3.59E+01,5.53E+02,1.49E+01,0.00E+00,,15.2604,0.0782139,16.6662,28.7423,17.336,10992.6,23743.16,1.12E+06,483.996,11008.4,11238,5126.95,1.94171,0.0334772,593.579,14938.8,40000,92326,16.3885,10861.9,238.776,4028.15,0.000590409,3158.18,1890.72,3139.2,1873.05,3128.56,1863.38,2986.55,2949.94,2933.8,6.46734,1.28502,0.731117,598.904,575.487,565.492,24.3839
113562.354,44943.82566,158506.1797,3.36E+01,4.86E+01,5.36E+02,2.69E+01,0.00E+00,,18.1917,0.137929,22.782,41.6083,20.9782,16712.4,29955.08,1.78E+06,830.574,17237.1,18265.8,8155.71,2.33799,0.0667052,748.877,18664.9,40000,158438,22.3756,10155.4,389.917,3743.35,0.000436186,5554.93,2743.28,5530.08,2720.44,5517.18,2708.73,4381.73,4338.62,4319.4,5.74156,1.23327,0.741654,880.505,853.251,841.401,18.109
109703.7798,0,109703.7798,2.31E+01,3.00E+01,4.72E+02,1.85E+01,0.00E+00,,13.2391,0.0772177,21.3553,24.7182,15.0997,10527.6,23168.2,1.16E+06,574.871,11368.8,11685.5,5300.92,1.90586,0.0519692,579.205,14590.3,40000,109661,21.1181,10935.1,434.963,4511.87,0.000459976,3117.03,1923.09,3098.89,1906.32,3088.71,1897.02,3042.15,3006.74,2991.02,6.34042,1.31039,0.748548,617.451,594.743,585.022,22.3584
113562.354,57454.59028,171016.9443,2.07E+01,3.76E+01,6.00E+02,1.65E+01,0.00E+00,,8.08912,0.162971,12.6219,46.3036,11.083,19838.9,32568.12,1.72E+06,896.093,15229.4,18227.7,8690.96,2.55158,0.0302962,814.203,20210.8,40000,170937,12.1689,8823.54,161.658,3154.55,0.000181215,6557.98,3069.72,6532.37,3045.53,6518.85,3033.08,4915.73,4868.08,4847.11,5.89185,1.25901,0.763902,979.041,949.008,936.08,17.2658
