WW Influent,Rain Influent,Total influent,WW TP,WW TKN,WW COD,WW Ortho-P,Chemical Dose,,Nitrate Effluent,TSS Effluent,TP Effluent,COD Effluent,TN Effluent,Mass of Hauled Sludge,Sludge added per day,Total Air Flow ,dailychemconsumptionEffluent,Air Flow at Field Conditions 1st AER Reactor,Air Flow at Field Conditions 2nd AER Reactor,Air Flow at Field Conditions 3rd AER Reactor,Percent of Solids in Digester Effluent,xmghpo4RL1,Influent Flow to Digester,TSS (waste activated sludge + primary clarifier underflow),Influent TSS to Digester,Effluent Flow,Ortho-P Effluent,TN Hauled Sludge,Ortho-P Hauled Sludge,TP Hauled Sludge,Nitrate Hauled Sludge,MLSS Reactor 1,VSS Reactor 1,MLSS Reactor 2,VSS Reactor 2,MLSS Reactor 3,VSS Reactor 3,Total COD in Reactor 1,Total COD in Reactor 2,Total COD in Reactor 3,Soluble BOD in Reactor 1,Soluble BOD in Reactor 2,Soluble BOD in Reactor 3,Total BOD in Reactor 1,Total BOD in Reactor 2,Total BOD in Reactor 3,SRT Total
113562.354,90319.6082,203881.9622,1.20E+01,3.29E+01,4.69E+02,9.63E+00,17.36322893,,7.24868,0.295689,0.417288,40.5553,9.8303,32948.5,42652,1.46E+06,1068.1,12816.3,15789.4,7223.55,3.23,0.00843857,1066.3,26060.8,40000,203748,0.01,4845.52,38.5585,10290.6,0.000228685,11814.1,2679.99,11796.5,2663.08,11786.8,2654.04,4363.88,4328.83,4313.15,5.46272,1.38073,0.833471,789.278,767.153,757.508,15.3199
113562.354,28845.47678,142407.8308,3.34E+01,2.25E+01,5.64E+02,2.67E+01,48.14103972,,6.88574,0.534962,0.208432,16.1983,7.84622,47518.3,61043.6,1.48E+06,745.528,13074.3,15585.1,7526.11,3.26,0.209485,1526.09,36279.1,40000,142215,0.01,4383.69,144.085,19707.1,0.000323056,21318.9,3546.58,21294,3523.64,21280.9,3511.7,5815.67,5769.66,5749.51,6.14045,1.27469,0.763472,865.884,837.225,825.005,19.1783
113562.354,33120.22052,146682.5745,2.59E+01,4.06E+01,6.93E+02,2.07E+01,37.32282854,,7.49196,0.505757,0.31136,27.6277,9.0401,45524.8,59564,1.96E+06,767.98,16716.6,21002.5,10289.8,3.2,0.0200218,1489.1,35477.8,40000,146498,0.01,5608.37,69.9857,15907.3,0.000247819,20192.1,4465.96,20157.3,4433.08,20139.6,4416.79,7266.7,7204.68,7177.71,6.06165,1.18624,0.738343,1171.4,1132.96,1116.58,18.8697
113562.354,90737.2543,204299.6083,1.31E+01,2.21E+01,5.22E+02,1.05E+01,18.93186955,,5.07533,0.313606,0.427611,41.4686,7.63526,35570.9,46461.6,1.50E+06,1070.23,12650.2,16338.2,7745.59,3.2,0.00956463,1161.54,28224.4,40000,204155,0.01,4909.7,46.3689,10424,0.000157422,12529.2,2890.71,12510.1,2872.43,12499.7,2862.69,4703.4,4665.33,4648.39,5.73441,1.40161,0.84261,853.979,829.948,819.517,15.298
113562.354,90740.64253,204302.9965,1.69E+01,2.53E+01,5.95E+02,1.35E+01,24.34097514,,4.14181,0.367891,0.430334,41.2273,6.46769,41733,54175.2,1.62E+06,1070.12,13621.7,17591.9,8539.7,3.22,0.0133987,1354.38,32529.2,40000,204134,0.01,4932.91,55.2212,11395.8,0.000128393,14691.9,3286.17,14669.9,3265.15,14658,3254.15,5346.56,5303.64,5284.66,5.9513,1.38863,0.84148,959.563,932.562,920.909,15.2931
113562.354,5131.102681,118693.4567,1.57E+01,2.91E+01,4.79E+02,1.25E+01,22.53793994,,11.9957,0.282011,0.179937,15.6011,13.0794,25987.3,38492.4,1.23E+06,621.669,11835.8,12635.7,5807,2.83,0.0177616,962.31,23669.7,40000,118588,0.01,5805.37,105.869,16818.1,0.000567783,11254.9,2433.51,11235.6,2415.41,11224.8,2405.57,3925.75,3888.26,3871.67,6.24925,1.2961,0.751069,669.39,645.733,635.596,21.2779
105641.4209,0,105641.4209,2.88E+01,2.69E+01,5.39E+02,2.31E+01,41.65011301,,10.5033,0.448973,0.1091,6.58512,10.9689,35814.2,49135.2,1.24E+06,553.038,11584.1,12821.1,6084.08,3.05,0.442769,1228.38,29727.8,40000,105496,0.01,4739.15,162.308,20888.3,0.000592152,17891.1,2909.68,17868.6,2888.91,17856.4,2877.88,4737.63,4695.56,4677.12,6.35423,1.25584,0.734205,708.747,682.459,671.291,22.6128
113562.354,86552.00465,200114.3587,3.81E+01,3.53E+01,4.53E+02,3.05E+01,54.99257346,,9.10692,0.590197,0.284884,24.0919,10.4439,60438,71091.79,1.48E+06,1047.77,13120.1,15963.8,7209.94,3.71,0,1700,41818.7,41818.7,199869,0.01,3468.19,102.39,17823.2,0.000431497,23505.6,3254.72,23486.9,3237.84,23477,3228.91,5407.02,5372.93,5357.63,5.39213,1.36832,0.828519,766.511,745.165,735.851,15.4785
113562.354,51052.49101,164614.845,3.79E+01,3.28E+01,5.35E+02,3.03E+01,54.63196642,,7.88065,0.578332,0.236456,18.7986,8.96423,55173.7,68667.25,1.46E+06,861.78,13008.4,15515.9,7320.79,3.39,0,1700,40392.5,40392.5,164391,0.01,3892.53,146.052,19186,0.000393282,23034.8,3399.9,23013,3380.01,23001.4,3369.51,5605.9,5565.67,5547.87,5.97463,1.31968,0.786447,818.208,793.068,782.254,17.5596
113562.354,89457.85739,203020.2114,3.40E+01,3.33E+01,4.90E+02,2.72E+01,49.04255731,,7.32892,0.547508,0.319532,28.0902,8.87382,57474.2,68557.09,1.50E+06,1063.06,13039,16280.5,7525.07,3.53,0,1700,40327.7,40327.7,202787,0.01,3662.12,92.5171,16736.7,0.000322942,21813.5,3282.86,21794.1,3265.09,21783.7,3255.69,5430.39,5394.15,5377.97,5.5357,1.37211,0.829608,814.967,792.259,782.385,15.3334
94756.27863,0,94756.27863,3.46E+01,3.12E+01,5.79E+02,2.77E+01,49.94407491,,9.56424,0.507022,0.0955706,4.69259,9.9411,38274,51610,1.14E+06,495.923,10535.7,11849.1,5677.06,3.1,0.504638,1290.25,31108.6,40000,94601.1,0.01,4362.09,176.395,21083.6,0.000633932,20193.7,2850.54,20171.7,2830.33,20159.8,2819.56,4653.21,4612.06,4594.08,6.46567,1.26597,0.73576,664.91,639.225,628.36,23.874
98533.5776,0,98533.5776,1.70E+01,2.38E+01,6.03E+02,1.36E+01,24.52127866,,8.19287,0.316864,0.197063,17.2784,9.29859,26531.3,39472.84,1.27E+06,515.974,11461.9,13167.8,6399.84,2.81,0.0143563,986.821,24236.1,40000,98426,0.01,6073.14,85.4049,15401.2,0.00037477,12652.6,2894.95,12627.9,2871.68,12614.6,2859.54,4673.87,4627.3,4607.08,6.43283,1.23416,0.727837,755.934,726.828,714.545,23.4549
113562.354,3746.233964,117308.588,3.86E+01,2.33E+01,4.76E+02,3.09E+01,55.71378754,,12.2621,0.553158,0.0946332,3.53273,12.5618,44435.3,58122,1.22E+06,614.017,11686,12484.4,5734.96,3.2,0.679203,1453.05,34693.4,40000,117128,0.01,3863.75,229.785,24272.7,0.000852068,22020.2,2751.56,22000.5,2733.7,21989.7,2723.98,4499.42,4462.48,4446.11,6.27177,1.30115,0.753975,658.328,635.163,625.239,21.3827
113562.354,74790.16722,188352.5212,1.72E+01,3.99E+01,5.89E+02,1.38E+01,24.8818857,,9.03243,0.374425,0.403094,38.3024,11.1908,40333.2,53022,1.76E+06,986.532,15525.8,18819.2,8877.67,3.18,0.0123375,1325.55,31891.9,40000,188189,0.01,5393.97,46.5737,11965.7,0.00028711,14954.5,3372.25,14930.5,3349.3,14917.7,3337.5,5481.74,5437.05,5417.24,5.76742,1.2816,0.779938,969.265,941.229,929.094,16.1415
113562.354,73424.08858,186986.4426,2.52E+01,4.62E+01,5.33E+02,2.02E+01,36.42131095,,14.2085,0.450115,0.345392,31.533,15.915,47389.3,60162.4,1.76E+06,979.223,16300.8,18468.9,8324.55,3.29,0.0192447,1504.06,35802.4,40000,186794,0.01,4862.56,72.55,14971.4,0.000554989,17951.4,3233.63,17929.2,3212.84,17917.5,3202.11,5290.78,5251.2,5233.46,5.63696,1.28887,0.779283,875.292,850.46,839.623,16.2019
113562.354,53487.5329,167049.8869,1.90E+01,2.41E+01,5.89E+02,1.52E+01,27.40613497,,5.20104,0.382896,0.355579,33.1958,7.02055,38645,51361.6,1.57E+06,874.897,13558.4,16854.7,8202.25,3.15,0.0149806,1284.04,30970.5,40000,166893,0.01,5166.99,70.1638,13762.5,0.000179571,15287.2,3376.7,15262.8,3353.6,15249.8,3341.63,5491.6,5445.18,5424.82,6.05629,1.31372,0.793326,936.417,907.352,894.913,17.4263
113562.354,31000.60264,144562.9566,1.45E+01,4.78E+01,5.56E+02,1.16E+01,20.91520827,,18.3712,0.325817,0.312181,29.2371,20.2452,31340.2,44408.8,1.79E+06,757.17,17184.6,18384.4,8363.33,2.95,0.0101125,1110.22,27061.7,40000,144436,0.01,6653.3,48.6589,12871.3,0.000621926,13022.3,3250.4,12995.9,3225.25,12982.1,3212.5,5254.11,5207.07,5186.22,5.82796,1.202,0.727788,913.531,884.096,871.374,19.0449
113562.354,84759.92749,198322.2815,2.50E+01,3.53E+01,6.72E+02,2.00E+01,36.06070391,,3.91572,0.48774,0.405823,37.8268,5.9891,52136.4,65629.2,1.85E+06,1038.55,15289.3,20140.3,9962.75,3.32,0.0190859,1640.73,38740.6,40000,198111,0.01,4833.47,60.2358,13502.4,0.000122534,19465.7,4019.42,19438.3,3993.45,19424,3980.22,6560.64,6509.4,6486.89,6.06473,1.3463,0.827964,1119.81,1087.78,1074.02,15.5942
105173.3086,0,105173.3086,2.19E+01,1.87E+01,5.62E+02,1.76E+01,31.73341944,,9.51395,0.375291,0.151385,11.8622,10.2492,30924,44060,1.29E+06,550.688,11850.8,13350.8,6409.34,2.94,0.0704672,1101.5,26863.5,40000,105048,0.01,5465.92,119.897,18256.9,0.000465077,14970.3,2954.14,14946.3,2931.77,14933.5,2920.03,4788.37,4743.48,4723.89,6.36077,1.23871,0.729282,750.517,722.473,710.589,22.6788
113562.354,37865.31901,151427.673,1.98E+01,3.87E+01,5.14E+02,1.58E+01,28.48795609,,13.153,0.36556,0.287396,26.0763,14.5838,35597.3,48051.6,1.53E+06,793.066,14375,15902.1,7260.49,3.1,0.0147553,1201.29,29119.8,40000,151283,0.01,5450.96,79.1544,15566.2,0.000536846,14586.8,2951.11,14564.9,2930.52,14553.1,2919.75,4800.73,4760.26,4742.27,5.87339,1.27174,0.757621,800.928,775.526,764.553,18.5027
82583.64927,0,82583.64927,3.12E+01,2.74E+01,4.71E+02,2.50E+01,45.07587988,,14.0392,0.424819,0.0747238,3.42818,14.3268,30222.7,40854.4,8.46E+05,432.282,8230.46,8637.42,3873.2,3.1,0.466221,1021.36,25031.1,40000,82461.1,0.01,3796.68,181.593,20993.6,0.00122466,16907.8,1905.74,16893.7,1892.85,16885.5,1885.52,3110.76,3082.75,3070.3,6.23148,1.3852,0.787402,441.955,424.228,416.671,25.4558
113562.354,50596.63014,164158.9841,2.83E+01,2.38E+01,7.42E+02,2.26E+01,40.74859541,,1.3183,0.544446,0.356087,32.2824,3.19437,51496.5,65852.4,1.89E+06,859.469,15129.5,20637,10597.8,3.27,0.0235336,1646.31,38859.3,40000,163950,0.01,5108.3,77.356,15384.2,4.13E-05,21731.7,4706.48,21697.3,4673.99,21679.7,4657.73,7674.7,7610.48,7582.79,7.00991,1.53039,0.941728,1252.06,1212.13,1195.25,17.6171
86915.34187,0,86915.34187,2.58E+01,4.36E+01,7.22E+02,2.06E+01,37.14252502,,13.2175,0.448632,0.179736,14.5247,14.0933,33423.8,46685.6,1.47E+06,454.922,13365.4,15278.1,7395.79,3,0.0151306,1167.14,28350.8,40000,86779.8,0.01,5970.61,81.2212,16442.1,0.000629298,17903.2,3624.56,17871.7,3594.98,17855.4,3580.19,5890.49,5834.66,5810.53,6.26391,1.13903,0.690318,863.102,828.596,814.048,24.9115
103537.3176,0,103537.3176,3.21E+01,4.91E+01,7.27E+02,2.57E+01,46.33800452,,16.0639,0.576295,0.167517,11.9667,16.8134,43499.9,57837.6,1.95E+06,541.844,17588,20396,9848.15,3.15,0.0241791,1445.94,34538.3,40000,103361,0.01,5881.79,92.493,18764,0.0006396,22998.5,4723.9,22958,4686.01,22937.8,4667.61,7690.77,7621.97,7592.2,6.06323,1.08364,0.680851,1128.57,1086.26,1068.33,22.8748
113562.354,1224.592684,114786.9467,3.18E+01,3.67E+01,6.56E+02,2.55E+01,45.97739748,,7.84906,0.556075,0.154782,10.5433,8.53852,44154.3,58329.2,1.76E+06,600.804,15347,18562.5,9140.59,3.17,0.0270288,1458.23,34806.3,40000,114608,0.01,5410.2,111.858,20138.5,0.000319359,22182.7,4400.57,22147.1,4367.43,22129.1,4350.94,7169.19,7106.2,7078.99,6.23812,1.15801,0.715677,1068.97,1030.08,1013.65,21.6666
113562.354,6929.767406,120492.1214,1.54E+01,3.22E+01,6.56E+02,1.23E+01,22.1773329,,4.21842,0.356087,0.273148,25.0822,5.84305,30767.4,44354,1.68E+06,630.996,14426.1,17787.1,8924.95,2.9,0.0114868,1108.85,27030.5,40000,120367,0.01,6601.18,59.7934,13826.9,0.000136487,14239.7,3956.77,14206.4,3925.07,14189.1,3909.17,6389.88,6328.19,6301.64,6.42585,1.23472,0.757494,1060.77,1022.47,1006.33,21.1365
113562.354,25312.00266,138874.3567,1.76E+01,1.52E+01,5.11E+02,1.41E+01,25.42279625,,9.06774,0.327574,0.260083,23.5335,10.4345,31290.7,43709.2,1.35E+06,727.35,12403.7,14099.6,6616.51,3,0.0149243,1092.73,26663.8,40000,138747,0.01,5350.07,91.1596,15692,0.000381014,13073.1,2777.93,13052.3,2758.28,13040.8,2747.83,4506.72,4466.58,4448.88,6.10033,1.29581,0.763526,756.506,731.274,720.468,19.4782
113562.354,82182.52743,195744.8814,2.36E+01,3.51E+01,5.63E+02,1.89E+01,34.07736519,,7.03765,0.433922,0.376932,34.9927,8.93628,47240.5,59768,1.61E+06,1025.14,14011,17313.2,8183.74,3.31,0.0183616,1494.2,35588.5,40000,195553,0.01,4575.32,65.0139,14076.1,0.00025854,17308.8,3268.21,17287.2,3247.95,17275.7,3237.34,5344.34,5303.66,5285.58,5.80698,1.33793,0.807204,900.654,875.109,864.049,15.7234
113562.354,13728.92262,127291.2766,3.31E+01,2.01E+01,5.46E+02,2.65E+01,47.78043268,,8.47381,0.522319,0.149588,10.0649,9.12068,44004.8,57625.2,1.41E+06,666.358,12798.8,14744.6,7070.03,3.19,0.376574,1440.63,34422.3,40000,127113,0.01,4468.11,161.952,21059.4,0.000427604,20812.8,3401.44,20788.1,3378.78,20775.1,3366.94,5568.54,5523.09,5503.19,6.20415,1.25358,0.745861,818.006,789.706,777.657,20.4547
113562.354,85447.79515,199010.1492,3.75E+01,3.95E+01,6.49E+02,3.00E+01,54.09105586,,6.5425,0.628345,0.341623,29.8932,8.20245,64986.3,79048.47,1.89E+06,1041.88,15978.8,20475.3,9914.29,3.99,0,1700,46499.1,46499.1,198747,0.01,4213.12,93.5222,16221.8,0.000222411,25046.9,4227.39,25019.5,4201.99,25005.3,4189.06,6951.74,6902.49,6880.71,5.84886,1.28962,0.793553,1088.16,1057.48,1044.22,15.5464
113562.354,2606.143474,116168.4975,3.59E+01,2.22E+01,6.67E+02,2.88E+01,51.92741363,,3.94288,0.6044,0.144447,8.94612,4.57653,47679.1,62207.6,1.68E+06,607.971,14330,17936.5,9045.08,3.21,0.108723,1555.19,36907.2,40000,115975,0.01,4947.62,140.992,21044.6,0.000167003,24100.8,4504.4,24065.3,4471.6,24047.3,4455.24,7352.61,7289.01,7261.72,6.52882,1.23993,0.761084,1075.86,1036.6,1020.11,21.5229
113562.354,64275.10137,177837.4554,2.97E+01,2.48E+01,5.98E+02,2.38E+01,42.91223765,,4.59429,0.510384,0.326964,29.1074,6.2145,51238.9,64575.6,1.60E+06,931.179,13571.8,17185.1,8386.55,3.32,0.0256913,1614.39,38177.9,40000,177629,0.01,4334.68,98.3787,16271.4,0.000182775,20349.7,3645.84,20325.3,3623.12,20312.5,3611.33,5976.43,5930.59,5910.44,6.06035,1.34065,0.810726,952.172,923.53,911.252,16.7342
113562.354,17600.66111,131163.0151,1.79E+01,4.38E+01,5.99E+02,1.43E+01,25.78340329,,15.3413,0.376396,0.270687,24.4671,16.761,33588.2,47034.8,1.80E+06,686.876,16705.6,18638,8768.84,2.99,0.0129934,1175.87,28547.8,40000,131027,0.01,6451.87,61.6325,14852.9,0.000532279,15038.5,3653.51,15008.3,3624.85,14992.7,3610.48,5912.56,5858.85,5835.31,5.95728,1.16432,0.712026,983.972,950.551,936.239,20.1466
113562.354,77516.88251,191079.2365,2.01E+01,1.52E+01,6.98E+02,1.61E+01,29.02886665,,1.9314,0.43966,0.426393,40.5141,4.17637,46236.1,59751.6,1.84E+06,1000.7,14843.9,20026.4,10136,3.24,0.0151984,1493.79,35579.5,40000,190892,0.01,5222.5,55.1127,12203,5.49E-05,17561.3,4107.59,17532.5,4079.98,17517.3,4065.96,6680.63,6625.46,6601.42,6.51399,1.46811,0.906235,1169.82,1135.32,1120.6,15.9919
113562.354,76521.80997,190084.164,1.74E+01,3.29E+01,6.42E+02,1.39E+01,25.06218922,,3.65277,0.38916,0.421259,40.1976,5.91035,41426.7,54646.4,1.74E+06,995.588,14457.3,18818.8,9295.5,3.17,0.012426,1366.16,32788.8,40000,189916,0.01,5177.81,51.3173,11729.4,0.000107284,15546.3,3668.97,15520.4,3644.26,15506.8,3631.57,5962.29,5912.86,5891.18,6.10241,1.36104,0.831578,1055.44,1024.48,1011.19,16.0477
113562.354,25469.28162,139031.6356,2.22E+01,3.29E+01,7.16E+02,1.78E+01,32.09402648,,2.12318,0.466017,0.319752,29.0527,3.80139,41142.8,55122.8,1.84E+06,727.965,15129.8,19821.2,10123.6,3.12,0.0173497,1378.07,33051,40000,138865,0.01,5802.94,67.999,15019.7,6.64E-05,18616.7,4538.7,18580.8,4504.65,18562.5,4487.72,7368.54,7302.23,7273.74,6.78166,1.37915,0.847207,1201.46,1160.33,1143,19.4826
92370.55237,0,92370.55237,1.86E+01,3.59E+01,5.53E+02,1.49E+01,26.86522441,,14.8605,0.307587,0.154448,12.8779,15.6298,25713.3,38184.88,1.13E+06,483.683,10946.9,11484.1,5295.58,2.82,0.0113028,954.622,23491.7,40000,92266.3,0.01,5937.11,88.0919,16355.2,0.000836067,12268.8,2364.11,12249,2345.63,12238.1,2335.68,3820.21,3782.66,3766.1,6.38386,1.27309,0.732554,611.227,587.595,577.524,24.1896
113562.354,44943.82566,158506.1797,3.36E+01,4.86E+01,5.36E+02,2.69E+01,48.50164675,,17.9994,0.544541,0.242911,19.8582,19.1164,51094.7,64584,1.77E+06,829.844,16959.9,18302.7,8226.65,3.31,0.0279375,1614.6,38182.5,40000,158299,0.01,4809.52,108.243,18486.2,0.000816145,21702,3526.99,21677,3504.01,21664.2,3492.29,5789.51,5746.54,5727.37,5.75158,1.2394,0.748379,877.403,850.59,838.945,17.9826
109703.7798,0,109703.7798,2.31E+01,3.00E+01,4.72E+02,1.85E+01,33.35615111,,13.2813,0.365775,0.111348,7.54655,13.7781,30728.8,43512,1.16E+06,574.442,11220.7,11753,5353.62,2.96,0.41615,1087.8,26551.6,40000,109579,0.01,4900.68,158.652,20527.9,0.000773054,14576.6,2409.28,14558.5,2392.39,14548.5,2383.11,3910.49,3875.27,3859.65,6.32055,1.31157,0.753842,614.926,592.685,583.153,22.1717
113562.354,57454.59028,171016.9443,2.07E+01,3.76E+01,6.00E+02,1.65E+01,29.75008072,,8.20932,0.412851,0.359339,33.3609,10.0285,41647.4,54553.2,1.72E+06,895.629,15129.9,18367.7,8788.68,3.19,0.0153469,1363.83,32737.5,40000,170848,0.01,5292.91,62.5479,13963,0.000279198,16481.7,3552.63,16456.1,3528.21,16442.5,3515.7,5782.46,5734.87,5713.88,5.88777,1.26104,0.767697,979.61,949.819,937.006,17.1703
113562.354,69054.16948,182616.5235,1.35E+01,2.08E+01,7.46E+02,1.08E+01,19.47278011,,1.03189,0.380754,0.460641,44.9104,3.85382,39468.8,53168,1.92E+06,956.483,15276.7,20977.5,10770.2,3.11,0.00914304,1329.2,31972.7,40000,182457,0.01,6103.66,34.295,9520.72,2.52E-05,15232.8,4345.59,15200.9,4314.63,15184.3,4299.04,7035.62,6973.76,6946.97,6.96625,1.59883,0.993743,1270.88,1232.2,1215.78,16.4905
